"contentPlain","词义辨析","一般将来时","句型","同位语从句","短语辨析","状语从句","定语从句","一般现在时","被动语态","一般过去时","其他","现在进行时","过去分词","过去完成时","形容词","现在完成时","不定代词","不定式","现在分词","主语从句","表语从句","宾语从句","过去进行时","现在完成进行时","情态动词","将来进行时","发音","虚拟语气","过去完成进行时","过去将来时","将来完成时","动名词"
"— Mr Smith said we had only three days to finish the task.— Don’t worry. We have already ______ two thirds of it.A．got throughB．cut downC．run awayD．given up","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I am determined to get a ticket for the concert ______ it means standing in a line all night.A．now thatB．even thoughC．as ifD．so that","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Some teachers are opposed to the new technology into the classroom.A．are againstB．openly criticizeC．have got used toD．look forward to","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ fire, he let out an ______ scream ______.A．Alarming at; alarmed; with alarmB．Frightened by; frightening; for frightC．Terrifying at; terrified; with terrorD．Alarmed by; alarming; in alarm","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Encouraging ________ in children can help them think outside the box.A．creativityB．responsibilityC．generosityD．honesty","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"With government support, there is a growing ______ of using electric vehicles.A．issueB．trendC．challengeD．deadline","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Considering our health, it’s necessary to ______ our body annually.A．approachB．estimateC．examineD．appreciate","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Your constant progress can ______ you to set higher goals in your fitness plan.A．adviseB．forceC．motivateD．request","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Like climbing the mountain, it is not the ________ but the scenery along the way that matters.A．destinationB．techniqueC．decorationD．tourism","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The company decided to ________ the product show until next month for additional testing.A．replaceB．describeC．quitD．postpone","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Balancing work and life is a common ________ faced by many people in today’s fast-paced (快节奏的) world.A．effectB．mistakeC．designD．challenge","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The newly-issued law __________ manufacturers to label products with clear nutritional information, and this puts a lot of __________ on food producers: they need to reformulate recipes and update packaging accordingly.A．demands … requirementsB．requires... demandsC．requests … drainsD．urges ... emphases","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Observing that he was not __________ enough in his academic pursuits, he __________ for another course, seeking to push his intellectual boundaries and gain deeper insights into his field of study.A．challenged ... enrolledB．motivated ... registeredC．stretched ... signed upD．charged ... entered","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To our surprise, the festival this year draws three times __________.A．a larger audience as last year’s didB．as large an audience as did last year’sC．larger as an audience as last year’s didD．an audience large as did last year’s","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The little boy was so ________ about everything around him that he kept asking questions.A．patientB．sorryC．curiousD．shy","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Hemudu Site was discovered ________ by a farmer when digging a well in his yard in 1973.A．accidentallyB．currentlyC．frequentlyD．obviously","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solving world hunger should be a burning goal for global leaders.A．a brilliant ideaB．a great decisionC．an excellent planD．a pressing issue","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We’d better ________ the problems with a positive attitude and a strong will.A．confirmB．avoidC．settleD．stress","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There was ______ time ______I hated to go to school and I regret doing so so foolishly.A．a; whichB．a; whenC．the; whichD．the; when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The heavy rain came so suddenly that many people had to take ______ in the mall after shopping.A．tubesB．threatsC．chargeD．shelter","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The company filed a __________ for its groundbreaking technology, aiming to protect its intellectual property and gain a competitive edge.A．peculiarB．petrolC．patentD．prime","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The museum curator carefully arranged the artifacts to __________ them in chronological order, allowing visitors to trace the evolution of ancient civilizations.A．representB．decorateC．recognizeD．display","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We went ________ and saw these people crowded shoulder to shoulder on the decks.A．on boardB．on handC．in returnD．in despair","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—You are not a new member, are you?—______ I joined only yesterday.A．No, I’m not.B．Yes, I’m not.C．No, I am.D．Yes, I am.","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Why do you want to visit the house over there?—Because this is the house ______ Lu Xun once lived in.A．whereB．whichC．whenD．who","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She told me that she had a beautiful story about a little boy ______ she was sure I should like better than The Scarlet Letter.A．whichB．whoC．about whichD．of whom","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Hawking believed that earth is unlikely to be the only planet ______ life has developed gradually.A．thatB．whereC．whyD．which","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Though the steps are the only unnatural thing on your way up the mountain, still it highlights the whole adventure ______ offers a place ______ you can sit down to rest your aching legs.A．which; andB．and; whichC．that; whereD．and; where","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bicycle lanes (车道) can ________ traffic jam by separating bicycles from cars.A．rescueB．registerC．reserveD．relieve","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—I think that good sports records ______ hard training.—I think so.A．come fromB．suffer fromC．apart fromD．recover from","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Don’t draw on the wall without permission. It’s not good ______.A．brandB．chainC．factorD．behavior","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As we learn more about sea creatures, we find it our duty to protect them from _________.A．extinctionB．destinationC．exhibitionD．institution","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Is ________three hours ________the boy ________family is poor to come to school on foot?A．it; that; whoseB．it; that it takes; whoseC．it for; that it takes; whoseD．it; when; that;","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"_________ for his athletic ability and devotion, he has been regarded as my idol.A．AdmiringB．To be admiredC．AdmiredD．Be admired","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bravery doesn’t mean doing something you are good at but means you insist on doing it _____ you feel scared.A．now thatB．even ifC．in caseD．as if","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Some scientists were determined to help humans realize their dream  space.A．to exploreB．exploringC．exploredD．to be explored","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nothing good can come to a nation ________ people only complain and expect others to solve their problems.A．whereB．thatC．whenD．whose","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I tried to give up smoking several times before I realized I was addicted.A．I had to stopB．I was in poor healthC．I couldn’t give it upD．I could make a change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It’s unbelievable that Susan lied to me last night. I just want to ______ why she did it.A．make upB．account forC．refer toD．figure out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I assume that the chairman will dislike being hurried into making a decision, __________?A．don’t IB．do IC．will heD．won’t he","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Great changes have taken place in Xi’an — the city ________ once I worked for ten years is no longer ________ it was.A．that; whatB．in which; thatC．where; whatD．/; that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Being stuck in a traffic jam is quite an ________ experience.A．annoyedB．annoyingC．annoyD．to annoy","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China is playing an increasingly important role in UN peacekeeping and it has trained 8,000 troops __________ are kept on standby for UN missions.A．whoB．whereC．whomeverD．how","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The negotiations have been _________ in a positive manner.A．digestedB．blockedC．conductedD．narrowed","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The daily routine of morning exercise and meditation helps to __________ negative thoughts with positive energy, significantly alleviating feelings of depression and promoting overall mental well-being.A．displaceB．supplyC．replaceD．balance","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The heartfelt laughter of the children in the playground, which seemed to __________ the mood of the entire neighborhood, brought a wave of joy and lightheartedness that lasted long after the sun had set.A．affectB．infectC．conquerD．arouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Children need to ______ things for themselves in order to learn from nature.A．experienceB．causeC．exchangeD．affect","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was in this important competition ________ I got second place ________ I realized my hard work indeed changed my career path.A．when; thatB．where; thatC．where; whenD．that; where","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The prize will go to the writer ______ story shows the most imagination.A．thatB．whichC．whatD．whose","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rome is an ancient city ________ is full of places of interest.A．whereB．whichC．who","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He showed me the photos 　　　 he took at his graduation ceremony.A．thatB．whoC．what","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Can you believe I had to pay 30 dollars for a haircut?—You should try the barber’s ______ I go. It’s only 15.A．whichB．thatC．whoD．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ Mr. Li’s help, my speech was so successful that everyone cheered for me.A．Instead ofB．But forC．Thanks toD．Despite","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Facing the terrible traffic jam during rush hours, the government has to come up with an effective ______.A．solutionB．decisionC．constructionD．recognition","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dreams in our heart will come true one day _________ we insist and keep making great efforts.A．as ifB．unlessC．even ifD．on condition that","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This is the park _________ we met each other last year.A．thatB．whereC．whichD．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I shall never forget those years _________ I lived in the country with the farmers.A．thatB．whenC．whichD．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chapin _________ money is now no problem, will start a new film company with his friends.A．whoseB．whichC．for whomD．who","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The two things _________ they felt very proud were their house and the diamond ring.A．about whichB．of whichC．in whichD．for that","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The second question _________ with pollution is the most difficult.A．which has something to doB．has something to doC．that has something to doD．that has anything to do","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Is there anything _________?A．that you don’t understandB．which you don’t quite sureC．about which you not quite sureD．you are not sure","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There are cases __________ speech has started late in a child who eventually turns out to be of high IQ.A．whyB．whichC．whereD．as","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She is no longer the sweet girl __________ she used to be.A．whatB．whoC．thatD．when","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You’d better take something to read when you go to see a doctor __________ you have to wait.A．as ifB．even ifC．so thatD．in case","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The movie The Princess Diaries __________ the theme of responsibility in an intelligent and humorous way.A．exploresB．establishesC．embracesD．engages","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Do you know the boy is talking to Mr Zhang?—Yes. He is our monitor.A．whichB．whoC．whoseD．whom","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Agatha Christie was a female writer is considered the queen of crime novels.A．whatB．whoseC．whoD．which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—You have joined the Singing Club, haven’t you?—________ . I like singing, but I don’t have any time.A．Yes, I doB．No, I don’tC．Yes, I haveD．No, I haven’t","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Those poor children need our help, ______ they?—________. Let’s raise books and clothes for them.A．needn’t; YesB．don’t; YesC．need; NoD．do; No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"From the teacher’s ________ look, we could see that he hadn’t expected that we could raise such a ________ question to him.A．confused; confusingB．confusing; confusingC．confusing; confusedD．confused; confuse","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I think Helen Keller is a good writer. She met many difficulties in her life but she never ______.A．gave upB．went outC．sat downD．ran around","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The new policy is expected to __________ reducing traffic jam in the city.A．figure outB．contribute toC．relate toD．account for","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"读下列单词，找出画线部分的发音不同的选项A．milkB．bigC．sitD．bike","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"读下列单词，找出画线部分的发音不同的选项A．listB．writeC．hideD．nice","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"读下列单词，找出画线部分的发音不同的选项A．theseB．letC．ChineseD．me","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"读下列单词，找出划线部分的发音不同的选项A．fatB．hatC．labD．game","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"读下列单词，找出画线部分的发音不同的选项A．makeB．escapeC．mapD．grade","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Born into a family with three brothers, David was brought ______ to value the sense of sharing.A．upB．aboutC．outD．forward","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—I am afraid I will lose the match. —________. We all think you are the best.A．Come onB．Come upC．Come alongD．Come out","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He came back to the village ________ he spent years in his childhood.A．whichB．thatC．of whichD．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The existence of mirror neurons suggests that __________ we see someone else do something, our brains imitate it, whether or not we actually perform the same action.A．each timeB．even ifC．as thoughD．if only","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The theory he sticks to __________ to be of no use in his new work __________ he finds it hard to fit in.A．is proved; whereB．proves; with whichC．proves; to whichD．prove; how","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You probably can’t get much sleep if you live near __________ a wedding reception __________.A．the place; is being heldB．the place where; is being heldC．the place where; has been heldD．which; has been held","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—Julie, what  in your hand? —Look! It’s a new iPad for my daughter.A．do you holdB．are you holdingC．were you holdingD．will you hold","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"At no time _____ the rules of the game. It was unfair to punish them.A．they actually brokeB．do they actually breakC．did they actually breakD．they had actually broken","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He failed to 掌握 the latest news.A．apply forB．make fun ofC．keep track ofD．first of all","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He was reduced to begging for a living after he was 失业.A．out of workB．game overC．in shockD．fall into ruins","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We all 经历 various periods when we feel sad or alone.A．apply forB．go overC．search forD．go through","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In my opinion, the plan should be 执行 immediately.A．carried outB．went outC．applied forD．cut down","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If you need any help, you can 向……求助 your teachers any time.A．apply forB．help...withC．make fun ofD．turn to","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We had to让步 the ambulance so that it could get through the traffic quickly.A．give way toB．give upC．turn toD．lead to","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack often goes to work by subway.A．飞机B．火车C．地铁D．公交车","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Do you like playing volleyball on weekends?A．排球B．篮球C．足球D．羽毛球","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sugar is a major cause of health problems.A．主要的B．消极的C．次要的D．积极的","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When I listen to native English speakers talking , I can catch only a few words.A．看法B．外国的C．方式D．本土的","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What is the attitude of the speaker towards foreign language learning?A．放弃B．态度C．理想D．观点","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"His family history dates back to the 1700s.A．追溯到B．日期C．回来D．约会","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Symbols were carved on shells by ancient Chinese people.A．写B．画C．描写D．雕刻","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The high regard for the Chinese writing system can be seen.A．方式B．尊重C．符号D．焦虑","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chinese calligraphy has developed along with China’s civilization.A．楷体B．荣誉C．书法D．草书","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I could see the world from a different point of view.A．观点B．成功C．经验D．学期","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I really need to buy some pants.A．外套B．袜子C．裤子D．奖杯","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Does the writer give a clear description of the problem?A．词汇B．描写C．面貌D．谈到","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What are the rescue workers doing in the flood-hit area?A．损坏B．营救C．侵袭D．滑雪","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"One million people were affected by the tsunami.A．影响B．直升机C．运动D．似乎","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"People were in shock at that time.A．害怕B．雕像C．管子D．震惊","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"People must unify to rebuild for a brighter future.A．支票B．统一C．单元D．态度","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We can use context to understand new words.A．上下文B．课文C．资料手册D．信息","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She’s feeding the baby who survived the earthquake.A．飓风B．在户外C．管道D．幸存","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tap on a pipe or whistle for help.A．管子B．吹口哨C．突发事件D．官方的","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"During a natural disaster, the most important thing is to keep calm.A．镇静的B．灾难的C．紧张的D．积极的","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A summary should be one third the length of the original text.A．影响B．高度C．宽度D．长度","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A tornado whirled into the town last week.A．灾难B．龙卷风C．海啸D．旱灾","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"This book is intended for the general reader rather than the student.A．相当B．有作用C．节食D．而不是","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It doesn’t make sense.A．有趣B．有道理C．感觉D．意识","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Don’t lose heart at any time.A．丧失信心B．投降C．逃跑D．受伤","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Many people were injured in the earthquake.A．伤害B．受伤的C．使受伤D．决心","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An officer’s job was to set an example.A．举例B．树立榜样C．救助D．解决问题","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Work out at a gym or swim twice a week.A．体操B．操场C．游泳池D．体育馆","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It did give me a boost to win such a big event.A．房子B．温室C．比赛项目D．地窖","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boxing is a test of skill and technique, rather than brute strength.A．长跑B．拳击C．争斗D．盒子","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
