"contentPlain","幂函数","函数单调性","指数函数","基本不等式","解不等式","函数奇偶性","分段函数","集合的运算","函数图象","函数零点","对数函数","特称（存在性）命题","恒成立问题","函数根分布","函数的概念","三角函数","复合函数","充要条件","容斥原理","集合","导数"
"概率曲线是平面曲线的一种．若概率曲线y=f(x)的部分图象如图所示，则f(x)的解折式可能为（）A．  f(x)=2x/x^2+1  B．  f( x )=- 1/x^2+1  C．  f(x)=e^c^c  D．  f(x)=(1/Ω)^x^2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"若幂函数f(x)的图象经过( 1, 1 ) , ( 2, - 4 ) , ( - √(2) , 2 )这三个点中的两个点，则f(4)=（）A．64  B．2  C．4  D．16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若a=3^0.1,b=log_a.72,c=(π-1)^0，则（）A．  a>b>c  B．  c>a>b  C．  a>c>b  D．  c>b>a","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若函数f(x)与g(x)互为反函数，且f(←6)=3，则g( 3 )=（）A．  -6  B．  -μ  C．6  D．3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"函数f(x)=x^3+x-1的零点所在区间是（）A．  (2,3)  B．  ( 0, 1 )  C．  ( 1,2 )  D．  ( - 1,0)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知f(x)为奇函数，当 x> 0时，f(x)=2x+3，则f(←2)=（）A．  -7  B．  -  C．7  D．1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"“x>-1”是“X∋||”的（）A．充分不必要条件  B．充要条件  C．必要不充分条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知函数f(x+1)是偶函数，当|<x_1<x_2时，[f(x_1)-f(x_2)](x_1-x_2)>0恒成立，设a=f(τ/2)，b=f(2)，c=f( 3)，则Q，∂，𝒞的大小关系为（）A．  c<b<a  B．  b<a<c  C．  b<c<a  D．  a<b<c","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)的定义域为R，f(x+4)为偶函数，f((-x+2)为奇函数，且f(x)在[0,2]上单调递增，则下列错误的是（　　）A．  f(2)=0  B．  x = 4  为函数  f(x)  图象的一条对称轴  C．函数  f(x)  在  [4,8]  上单调递减  D．  f( 1)<f( 7)","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"定义在R上的奇函数f(x)在区间(0,+∞)上单调递减，且f(6)=0，则不等式x f(x-4)<0的解集为()A．  (-2,0)∪(4,10)  B．  (-2,0)∪(0,4)∪(10,+∞)  C．  (-∞, - 2)∪(10, +α)  D．  (-ϖ, - 2)∪(0, 4)∪(10, +ϖ)","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"定义域为R的函数f(x)满足条件：①对任意的x_1,x_2>0，恒有[f(x_1)-f(x_2)](x_1-x_2)>0；②f(x)-f(-x)=0；③f(←3)=0，则不等式x f(x)<0的解集是（）A．  ( - c.- 3 )∪( 0.3 )  B．  (-3.0)∪(0.^3)  C．  ( - 3.0 )∪( 3,+∞ )  D．  ( - ∞,- 3 )∪( 3,+∞ )","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知f(x)为定义在R上的偶函数，对于∀x_1,x_2∈(0,+∞)且x_1≠x_2，有x_1f(x_2)-x_2f(x_1)/x_2-x_1>0,f(2)=16,f(1/2)=-4,f(0)=0，则不等式f( x )-8x>0的解集为（）A．  ( - ∞_∘ - 2 ) ∪ ( 2 . + ∞ )  B．  (-1/2,0)∪(0,2)  C．  (-∞, -1/2)∪ (2, +∞)  D．  (-1/2,0)∪(2,+x)","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f( x )=log_2|x|+x^2，则不等式f(lnx)+f(ln1/x)<2的解集为（）A．  (1/𝔠,1)  B．  (1/𝔠,𝐞)  C．  ( 1,e )  D．  (1/𝔠,1)∪(1,e)","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若f( x )=log_a(2x^2+x )( a>0 , a≠1 )在区间(0,1/2)内恒有f(x)>0，则f(x)的单调递增区间是（）A．  (-∞, -1/4)  B．  (-1/4, +∞)  C．  (-∞, -1/2)  D．  ( 0 , + x )","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"已知函数f(x)是奇函数，且当 x<0时，f(x)=S^x-1，则f(log_499·log_57)的值为（）A．  -4  B．  -2  C．  𝒟/  D．  λ/3","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若不等式e^x^3+1/2x^2>(1/ℂ)^-9/2x^2-x(α+1)对任意的x∈(1,4)恒成立，则实数Q的取值范围为（）A．  (-∞,-5)  B．  (-∞, -5]  C．  [-1,+∞)  D．  (-∞, -1)","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"设a，b，c都是正数，且3^n=4^b=6^c，那么（）A．  1/c=1/a+1/b  B．  2/c=2/a+1/b  C．  1/c=2/a+2/b  D．  2/c=1/a+2/b","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"函数f(x)的图象如图所示，则f(x)的解析式可能为（）A．  f(x)=ex+e^-x/|x|  B．  f(x)=ex-e^x/|x|  C．  f(x)=lnx/|x|  D．  f(x)=ln|x|/x","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"设a=(3/4)^0.5，b=(4/3)^0/4，c=log_3/4(log_34)，则（）A．  c<b<a  B．  a<b<c  C．  c<a<b  D．  a<c<b","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=√(1-lnx)+1/x-1的定义域为（）A．  ( - c. 1 )∪( 1. )  B．  (-𝒸,𝒸)  C．  (0,𝐞)  D．  (0,1)∪(|,e)","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"设函数f( x )=sin(ωx-π/4 )( ω>0 )，若f(x_1)-f(x_2)|=2时，X_1-X_2的最小值为T/3．则下列选项正确的是（）A．函数  f(x)  的周期为  T/3  B．将函数  f(x)  的图像向左平移  𝐓/λ  个单位，得到的函数为奇函数  C．当  x∈(π/6,π/3)  ，  f(x)  的值域为  (√(2)/2,1)  D．方程  f(x)=0  在区间  [-π,π]  上的根的个数共有6个","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"已知函数f(x)=2^x+x, g(x)=log_2x^+x, h(x)=x^3+x的零点分别为Q，∂，𝒞，则a+b+c=（）A．0  B．2  C．4  D．6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"已知[x]表示不大于𝐗̅的最大整数.某运动鞋店开店营业前10天的日销售利润（单位：百元）用f( i ) ( i=1,2, … , 10 )表示，f(𝓁)为第l̇天的日销售利润，当|≤i≤10时，f(𝓁)与[ℒ/l̇̅̇]成正比.若该店营业前3天的日销售利润总额为300元，则该店营业第7天的日销售利润为（）A．600元  B．700元  C．800元  D．900元","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)的定义域为R，f(λ-1)=0，函数y=x f(x+1)是奇函数，y=(x+1)f(x)的图象关于直线x=-1对称，则（）A．  f(x)  是偶函数  B．  f(x-1)  是奇函数  C．  f(2)=0  D．  f( x+4 )=f( x )","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"𝒫:存在a∈ℝ且a≠0，对于任意的x∈ℝ，使得f( x^+a )<f( x )+f( a )；q_1·f(x)在R上单调递减，且f(x)>0恒成立；q_2:f(x)在R上单调递增，且存在x_0<0使得f(x_0)=0；下列说法成立的是（）A．只有  q_1  是  D/  的充分条件  B．只有  q_2  是  D/  的充分条件  C．  q_1  、  q_2  都是  D/  的充分条件  D．  q_1  、  q_2  都不是  D/  的充分条件","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"若幂函数f(x)的图象经过(1,1) , (2,-4) , (-√(2) ,2)这三个点中的两个点，则f(4)=（）A．64  B．16  C．4  D．2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若a=3^0.1,b=log_a.72,c=(π-1)^0，则（）A．  a>c>b  B．  c>a>b  C．  a>b>c  D．  c>b>a","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若a≫1，则a+1/a-1的最小值为（）A．2  B．3  C．4  D．5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知f(x)为奇函数，当 x>0时，f(x)=2x+3，则f((-2)=（）A．1  B．  -  C．7  D．  -7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"“x>-1”是“X∋||”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知函数f( x )=( m x-1 )^2-sinx-m在[0,π/2]上只有一个零点，则正实数m的取值范围为（）．A．  ( 0, 1 ]  B．  ( 0,1 ] ∪ [ 2(π+2)/π^2 , +∞]  C．  ( 0, 1 ] ∪ [4 (π+2)/π^2 , +∞]  D．  ( 0,1 ] ∪ [4 (π+1)/π^2 , +∞]","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
"某飞行器启动反冲装置后，运动速率Ψ与时间𝐼近似满足指数函数模型ν=α（Q为常数）．已知某飞行器启动反冲装置后，经过1个单位时间，飞行器的运动速率衰减20^ψ_0，若经过𝐼个单位时间后，飞行器的运动速率小于反冲装置启动前的运动速率的1/5，则𝐼的最小值为（参考数据：|g2≈0.3010）（）A．5  B．6  C．7  D．8","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知集合A=1/√()x⌋-1<2x+1<5  𝔦，B= _*x|2≤3x-1≤6  ;，则A^|B=（）A．  ⌊χ⌋-⌋⩽χ}  B．  {x|-1<x≤7/3↓  C．  i x|1≤x<2  i  D．  ⟨x|1≤x≤7/3 ⟩","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"log_2S×log_S2=（）A．5  B．2  C．1  D．0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"下列命题正确的是（）A．若  a≻b  ，则  a c^2>b c^2  B．若  a>b,c>d  ，则  a c>b d  C．若  a^2>b^2  ，则  a≻b  D．若  a>b,a b>0  ，则  1/a<1/b","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设a=(1/2)^2.5， b=log_1/21/2，c=2^-2.1，则a、b、c的大小关系为（）A．  c<a<b  B．  a<b<c  C．  b<a<c  D．  a<c<b","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"下列命题中，是全称量词命题且为真命题的是（）A．梯形是四边形  B．  ∀ x∈ℝ  ，  x^3+1≠0  C．  ∃x∈ℝ  ，  x|+1≥1  D．存在一个实数  x  ，使  x^2+2x-3=0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"函数f(x)=2^1/34的图象与g(x)=|log_3|x|的图象的交点个数为（）A．8  B．6  C．4  D．2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"已知a=(2/5)^0.3,b=(1/4)^0.3,C^=(1/4)^-0.3，则a，b，c的大小关系为（）A．  a<c<b  B．  a<b<c  C．  b<c<a  D．  b<a<c","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知命题𝒫:“∃x∈𝐑，使得3x^2-2|x|+5=0”，则命题D/的否定是（）A．  ∃x∈𝐑  ，使得  3x^2-2|x|+5≠0  B．  ∃x∈𝐑  ，使得  3x^2-2|x|+5≠0  C．  ∀ x∈ℝ  ，使得  3x^2-2|x|+5≠0  D．  ∀ x ∈ℝ  ，使得  3x^2-2|x|+5≠0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知𝒳·𝔭为正实数，且x+y=1，则x+4y/x y的最小值为（）A．7  B．9  C．10  D．12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“-|<x<2”是“1/x>2”的（）条件A．充分不必要  B．必要不充分  C．充要  D．既不充分也不必要","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"命题“∃x>0，2x+5≤0”的否定是（）A．  ∃x≤0  ，  2x+5>0  B．  ∃x>0  ，  2x+5>0  C．  ∀x >0  ，  2x+5≤0  D．  ∀x >0  ，  2x+5>0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"当x∈[0,2π]时，曲线y=cosx与曲线y=sin2x-√(3)(cos2x-sin^2x-sin^2x)的交点个数为（）A．3  B．4  C．5  D．6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"已知集合A={ (x,y) |x y>0  _1，B={ ( x , y ) | 2x^2+y^2≤5 ,x , y∈Z }，则A^B中元素的个数为（）A．2  B．4  C．7  D．10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=2sin( ωx+π/3 )- |(ω>0)，若y=f(x)在[0,π]上有且只有四个零点，则实数 fD的取值范围为（）A．  [23/6,9/2]  B．  (23/6,9/2)  C．  [5/2,23/6]  D．  (5/2,23/6)","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
"cos(α+β)=1/5，cos(α-β)=3/5，则log_1/2(tanα·tanβ)=（）A．  -2  B．  -l  C．1  D．2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"若a,b∈ℝ^*且2a+b=3，则1/a+2/b的最小值为（）A．2  B．  8/3  C．  10/3  D．4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“x-2/x+1≥0”是“2x-1|≥3”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"函数f(x)与g(x)=a^x互为反函数，且f(x)的图像过点(10,1)，则f(100)=（）A．  -  B．  𝒟  C．  1/2  D．  3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"若幂函数f(x)=(m^2-m-5)x^-m在( 0 , + x )上单调递减，则实数Jℳ的值为（）A．  -μ  B．  ∂-2  C．2  D．3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图是f( x )=sin( w x+φ )（𝐰>0,0<ϕ<π）的部分图象，则正确的是（）A．  ρ=π/3  B．函数在  (π/12,π/2)  上无最小值，  C．  f(π/15)=f(4π/15)  D．在  [[              ⟶ 7Γ/ρ_φ_φ_φ_φ_φ ]]  上,  f(x)=-√(3)/2  有3个不同的根.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"函数f(x)=x^3/3^4-1的图象大致为（）A．    B．      C．      D．","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"已知f(√(x)-1)=x-2√(x)，则g(x)=f(x+1)的解析式为（）A．  g( x )=(x+1)^2-1( x≥ - 2 )  B．  g(x)=(x+1)^2+1(x≥-1)  C．  g(x)=x^2-1( x≥- 1 )  D．  g(x)=x^2+1(x≥0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知集合A={0,2}，B=1/t-1,0,1,2{t  ，则4∪B=（）A．  i.0,2^!  B．  {1,2}  C．  i^'0^'  D．  𝔏-1,0,1,2ℑ","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列命题是假命题的是（）A．每个正方形都是平行四边形  B．  ∀ x∈  |y|,y  是无理数  ⋃_i⋃  ，  X^3  是无理数  C．  ∃m∈ℕ  ，  √(m^2+1)∈ℕ  D．函数  y=1/x-1  在  [2,3]  上的最小值为  1/2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"托马斯说：“函数是近代数学思想之花”，根据函数概念判断：已知集合A=uparrow0,1,2,，集合B=i^*-1,1,3i，下列表达式能建立从集合𝒜到集合B̅的函数关系的是（）A．  𝔭=𝔛  B．  y=x^2  C．  y=2x  D．  y=2x-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知关于𝐗̅的不等式组{_2x^2+(k+2)x+k≤0恰有两个整数解，则实数k̅的取值范围为（）A．  ( - 10 . - 8 ) ∪ ( 6, 8 )  B．  [-10,-8)∪(6,8]  C．  ( - 10, - 8 ] ∪ [ 6,8 )  D．  [-10,-8]∪[6,8]","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数y=log_2sinx+log_2cosx，则下列命题正确的是（）A．函数是偶函数  B．函数定义域是  (0,π/2)  C．函数最大值  -l  D．函数的最小正周期为  T","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若集合A中有三个元素1，a+b，a；集合B中有三个元素0，b/a，b，集合A与集合B相等，则b-a等于（）A．1  B．  -l  C．2  D．  -2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知x>0, y>0, x y=x+4y，则x+𝔤+𝔤+𝔤+𝔥的最小值为（）A．10  B．6  C．4  D．9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)为奇函数，且当 x>0时，f(x)=x^2-1，则f(leftarrow2)=（）A．  - Σ̅/λ̅  B．  - 3/λ  C．  -3/3  D．3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(3-2x)=3+x^2/X，则（）A．  f(x)=x^2+6x+21/2(3-x)  B．  f(x)=x^2-6x+21/2(3-x)  C．  f(x)=x^2+6x+21/3-x  D．  f(x)=x^2-6x+21/3-x","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)=|x-m|与函数𝔤(x)的图象关于𝐲轴对称.若𝔤(x)在区间( - 2, - 1)内单调递减，则实数Jℳ的取值范围为（）A．   𝕃,+....)  B．  (-∞,1]  C．  [2,+∞)  D．  (-∞,2]","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列各组函数表示同一函数的是（）A．  y=x^2-9/x-3  与  y=x+3  B．  y=√(x^2)-1  与  y=x-1  C．  y=x^0(x≠0)  与  y=1(x≠0)  D．  y=x+1  ，  x∈ℤ  与  y=x-1  ，  x∈ℤ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"下列函数中，在(-∞,+∞)上为增函数的是（）A．  f(x)=-x^2  B．  f(x)=2x  C．  f(x)=sinx  D．  f(x)=-cosx","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知Q、∂、𝒞都是实数．若a<b，则（ ）A．  a+c<b+c  B．  a c<b c  C．  a/c<b/c  D．  a^2<b^2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列函数中是奇函数，且在定义域内单调递减的是（）A．  f(x)=2/X  B．  f(x)=2^x  C．  f(x)=log_2x  D．  f(x)=x-/2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f^*(x)=2^√(1-x)+ℵ_ℝ(x+1)的定义域是（）A．  (-∞,1]  B．  (-1,1)  C．  (∂-1,1]  D．  ( - 1, +∞ )","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"若sinx=1/2，则sin(π-x)=（）A．  1/2  B．  -1/2  C．  √(3)/2  D．  √(3)/[  ]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"二十大报告中提出加强青少年体育工作，促进群众体育和竞技体育全面发展，加快建设体育强国的要求.某校体育课开设“足球”、“篮球”两门选修课程，假设某班每位学生最少选修一门课程，其中有3̅3̅位学生选修了“足球”课程，有26位学生选修了“篮球”课程，有10位学生同时选修了这两门课程，则该班学生的人数为（）A．  39  B．  49  C．  𝔰 𝔶  D．  69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"设集合A=[-1/2,0)，B=[0,1/2]，函数f(x)=x+1/2 , x∈A,- 2x+1/2 , x∈B,已知x_0∈A，且f(f(x_n))∈d，则实数x_0的取值范围为（）A．  -1/2≤x_0<0  B．  0≤x_0≤1/2  C．  1/4<x_0<0  D．  - 1/2≤x_0<-1/4.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=log_2/3(-x^2-x+2)的单调递减区间为（）A．  (-∞, -1/2)  B．  (-2,-1/2)  C．  (-1/2 , +∞)  D．  (-1/2,1)","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"已知(x_1,y_1)、(x_2,y_2)是函数y=log_2x图象上不同的两点，则（）A．  y_1^+ y_2/2<log_2x_1^++𝒳_2/2  B．  y_1^+-y_2/2>⋃_G⊆2x_1^++x_2/2  C．  y_1+y_2<log_2x_1-x_2/2  D．  y_1+y_2>log_2x_1-x_2/2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"下列关系中正确的个数为（）①2∈ℝ，②√(2)∉ℚ，③|-3|∈N，④∅∈·0!．A．1个  B．2个  C．3个  D．4个","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知集合A={0,1,a^2}， B=ł_ł0,1,2a+3ł_ł，若A=B，则Q等于（）A．  -l  或  3̅  B．  𝔒_^  或  𝐥̂  C．  3̅  D．  -","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知a∈ℝ，b∈ℝ，若集合{a,b/a,1}={a^2,a+b,0}，则a^2024+b^2025的值为（）A．  -2  B．1  C．  -  D．2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知Q，∂满足0<a<b<1，则下列不等式成立的是（）A．  α^a<a^b  B．  b^b>b^a  C．  α^a<b  D．  b^b<a^b","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"|0_𝔤_α̃_α̃^∨|0_g̃_β̃χ^χ⟩=|0|，则X=()A．0  B．1  C．5  D．625","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知D/：x^2-x<0，那么命题D/的一个充分不必要条件是（）A．  0<x<1  B．  - 1<x<1  C．  1/2<x<2/3  D．  1/2<x<2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"函数f( x )=ln( 3+x )+√(1-e^x)的定义域为（）A．  [-3,0]  B．  [-3,0)  C．  (-3,0]  D．  (-3,0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知某种污染物的浓度𝒞（单位：摩尔/升）与时间𝐼（单位：天）的关系满足指数裺型C=C_0e^k(t-1)，其中C_0是初始浓度（即t = 1时该污染物的浓度），k是常数，第𝒟天（即t = 2）测得该污染物的浓度为𝐒̂摩尔/升，第λ天测得该污染物的浓度为15摩尔/升，若第1天测得该污染物的浓度变为9/γ-1，则n=（）A．  λ  B．  𝐒̂  C．  𝕆  D．  r","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"已知 x>0，则2-3x-4/x有（）A．最大值为  2-4√(3)  B．最大值为  2√(3)/3  C．最小值为  2-4√(3)  D．最小值为  2√(3)/3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=x^2+2, x<1,1-f(x-2) ,x≥1,则f(2)=（）A．  -2  B．  -l  C．1  D．4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知命题p:∀ x>1,x^2-2x+1>0，则D/的否定为（）A．  ∀x>1.x2-2x+1<0  B．  ∃ x≤1.x^2-2x+1≤0  C．  ∃ x>1.x^2-2x+1≤0  D．  ∀x≤1.x2-2x+1>0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知集合A=|x|-3<x<2_i^↓，B=|.x |0≤x≤4|，则4∪B=（）A．  [0,2)  B．  (-3,0]  C．  [0,2)  D．  (-3,4]","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=(x-a)lnb x+1/3x-1为偶函数，则（）A．  a∈ℝ  ，  b=3  B．  a≠0  ，  b=3  C．  a∈ℝ  ，  b=-3  D．  a=0  ，  b=3","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"已知函数f(x)=x|x|-3/2^x+1+5/2，若正数m，n满足f(1/m)+f(n-1)=2，则2m+1/n的最小值为（）A．3  B．  4√(2)  C．  2+2√(2)  D．  3+2√(2)","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若函数f(x)={1/3x^2-1/3x-4,x≤m的值域为R，则实数m的取值范围为（　　）A．  [-3,4]  B．  [-2,0]  C．  [-5,0]  D．  [-5,4]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"函数f(x)满足f(1-2x/1+2x)=x，则f(x)=（）A．  1-x/2+2x  B．  x-1/2x+2  C．  2+2x/1-x  D．  2x+2/x-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"下列各组函数是同一函数的是（）A．  y=1/x-1  与  y=x+1/x^2-1  B．  y=|χ+||+|χ|  与  y=√(1-1≤x<0)      C．  y=|x|  与  y=√(x^2)  D．  y=|x|  与  y=(√(x))^2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"下列函数中，既是奇函数又是增函数的为（）A．  y=x+1  B．  y=-x^2  C．  y=2^𝔠  D．  y=x|x|","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=4^4+4^4/x^2-1的图象大致为（）A．    B．    C．    D．","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"下列函数既是奇函数，又是增函数的是（）A．  y=√(x)  B．  y=1/x  C．  y=x^3  D．  y=1/x^2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知一次函数y=f(x)满足f( x+1 )=2f( x )-x ，则f(1)=（）A．4  B．2  C．1  D．0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知1是函数f( x )=x^3+a x^2-x+2的一个零点，则函数f(x)的所有零点之和为（）A．  1/2  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)={3^x_x_2.2,x≤1,atopx>1,则函数f(x)的零点为（）A．  log_23,1/2  B．  log_32,1  C．  |Ω_gγ2  D．1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
