"contentPlain","基因与核酸","细胞核的结构与功能","蛋白质的结构与功能","脂质的结构与功能","细胞壁结构与功能","细胞基础理论","细胞化学组成基础","生命系统层次理论","实验方法与技术","糖类的结构与功能","细胞渗透与物质运输","细胞的生命历程","细胞器结构与功能","物质运输方式","生物膜系统功能","显微镜使用与成像","酶的作用机制","光合作用机制","ATP与能量代谢","细胞呼吸机制","光合色素与光能捕获","叶绿体结构与功能","能量代谢过程","细胞增殖与分裂","细胞代谢调控","生物学史"
"胰蛋白酶为一种消化酶，关于其合成、加工及分泌过程的叙述，正确的是（）A．该过程涉及核糖体、内质网和细胞膜等细胞器  B．该过程中发生了游离核糖体向附着核糖体的转变  C．该过程中高尔基体的膜面积会先减小后增加  D．该过程中线粒体膜和高尔基体膜会发生融合","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"水是生命之源，下列关于水的说法错误的是（）A．多细胞生物体的绝大多数细胞都浸润在以水为基础的液体环境中  B．细胞中蛋白质的合成过程需要水作为反应物参与  C．结合水是组成细胞的重要成分  D．水可参与生物体内营养物质和细胞代谢废物的运输","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于细胞间信息交流的叙述，错误的是（）A．精子和卵细胞可通过细胞膜接触相互识别  B．胰岛素可与靶细胞膜表面受体结合传递信息  C．高等植物细胞之间可通过胞间连丝相互联系  D．HIV可与肺泡细胞内受体结合实现细胞间信息传递","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"糖类是细胞中重要的能源物质。下列关于糖类的叙述，正确的是（）A．生物体内的糖类绝大多数以葡萄糖形式存在  B．人体摄入的淀粉需分解为果糖才能被细胞吸收  C．昆虫外骨骼中的几丁质可用于制作人造皮肤  D．肝脏中富余的蔗糖和糖原可转变为某些氨基酸","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"为验证马铃薯提取液中含有催化葡萄糖转化成淀粉的酶，某科研团队进行了如下实验设计，并选用适当试剂进行检测。下列叙述中错误的是（）试管  葡萄糖溶液/mL  蒸馏水/mL  去除淀粉的马铃薯提取液/mL  煮沸后的去除淀粉的马铃薯提取液/mL  1  1  1  _____  _____  2  1  _____  1  _____  3  1  _____  _____  1  A．选用去除淀粉的马铃薯提取液的目的是避免原有淀粉对实验结果的影响  B．实验前可用碘液检测提取液中的淀粉是否完全去除，以保证实验结果准确  C．在实验后用碘液检测，3支试管中仅试管2出现蓝色  D．高温可使试管3中的酶变性失活，肽键和氢键数减少","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"科学技术和科学方法推动了生物学的研究与发展，下列说法错误的是（）A．研究细胞膜的流动性时，利用了荧光标记法  B．用N标记氨基酸研究分泌蛋白的合成和运输时，利用了放射性同位素标记法  C．制作真核细胞的三维结构模型时，利用了构建物理模型的方法  D．分离细胞器时，利用了差速离心法","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"科学的生活方式有利于人体健康，下列相关叙述正确的是（）A．多吃含糖类丰富而含脂肪少的食物能预防肥胖  B．和吃熟鸡蛋相比，吃生鸡蛋更容易消化  C．人体服用钙片补钙时，同时服用维生素D效果会更好  D．糖尿病人要限制有甜味的食品摄入，米饭、馒头等主食无需限制","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"线粒体内膜上存在专门运输 ATP 和 ADP的转运体（AAC）,AAC 只能1:1交换 ADP 和ATP，确保细胞正常代谢的能量需求。泡发过久的黑木耳会被椰毒假单胞杆菌污染，该细菌会分泌毒性极强的米酵菌酸，米酵菌酸可以竞争性地结合在AAC上，从而抑制ADP 和ATP 的交换，进而引发人体中毒。下列叙述正确的是（）A．ADP转化为 ATP 是放能反应  B．AAC是一种通道蛋白，帮助 ATP 通过协助扩散出线粒体  C．椰毒假单胞杆菌会导致人体细胞因缺少能量而死亡  D．AAC在将 ATP转入线粒体的同时将 ADP 转出线粒体","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"下列有水的表述，正确的是（　　）A．细胞内的自由水和结合水都是良好的溶剂，都能参与物质运输和化学反应.  B．同一株植物中，老叶细胞比幼叶细胞中自由水的含量高.  C．北方冬小麦在冬天来临之前，结合水的比例会逐渐上升  D．水是非极性分子，带有正电荷或负电荷的分子或离子容易与水结合","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"对真核细胞的细胞膜结构研究中发现，双分子层中的磷脂分子呈非对称分布，这种非对称分布是细胞众多生理反应的基础。这种分布的形成依赖于磷脂转运酶 Dnf1（一种蛋白质），Dnf1可以选择性地将不同的磷脂分子从细胞膜外侧转运至内侧，Dnf1通过改变构象调整转运活性以满足磷脂转运的需要。下列叙述错误的是（　　）A．Dnf1 结构上可能存在亲脂的部分，能与磷脂分子结合将其转运  B．细胞膜上内外侧磷脂分子的含量变化可能引起 Dnfl1结构的改变  C．Dnfl1是一种膜蛋白，温度和 pH 值的变化都可能会使其变性  D．当Dnfl1具有转运活性时，会导致细胞膜的内侧磷脂比例降低","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"高尔基体膜上的 RS 受体特异性识别并结合含有短肽序列 RS 的蛋白质，以出芽的形式形成囊泡，通过囊泡运输的方式将错误转运到高尔基体的该类蛋白运回内质网并释放。RS 受体与 RS 的结合能力随 pH 升高而减弱。下列说法错误的是（　　）A．消化酶和抗体不属于该类蛋白  B．高尔基体内 RS 受体所在区域的 pH 比内质网的 pH 高  C．该类蛋白运回内质网的过程消耗能量  D．RS功能的缺失可能会使高尔基体内该类蛋白的含量增加","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列对生物膜的叙述，不正确的是（　　）A．原核细胞没有生物膜系统  B．生物膜的基本支架是磷脂双分子层  C．生物膜是细胞所有膜结构的统称  D．生物膜的功能特点是有一定的流动性","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列各项表示细胞结构与其主要组成成分的对应关系，错误的是（　　）A．细胞骨架—多糖  B．染色质—DNA  C．核膜——磷脂  D．植物细胞壁—纤维素","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于细胞核结构与功能的表述错误的是（　　）A．核膜有4层磷脂分子  B．染色质和染色体是同一物质在细胞不同时期的两种存在状态  C．细胞核是细胞代谢的主要场所  D．核仁与某种RNA的合成以及核糖体的形成有关","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"有关细胞膜结构和功能的理解，下列表述正确的是（　　）A．构成细胞膜的磷脂分子具有流动性，而蛋白质是固定不动的  B．细胞膜是细胞的一道屏障，只有细胞需要的物质才能进入，而对细胞有害的物质则不能进入  C．向细胞内注射物质后，细胞膜上会留下个空洞  D．细胞膜的蛋白质分子有物质运输功能","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列物质中，不属于构成蛋白质的氨基酸的是（　　）A．    B．    C．    D．","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列有关脂质的说法，不正确的是（　　）A．大多数动物脂肪含有不饱和脂肪酸，熔点较高容易凝固  B．磷脂有亲水的头部和疏水的尾部  C．胆固醇在人体内参与血液中脂质的运输  D．维生素D能促进人和动物肠道对钙和磷的吸收","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于鉴别有机物的实验操作步骤的叙述，正确的是（　　）A．用于鉴定可溶性还原糖的斐林试剂甲液和乙液可直接用于蛋白质的鉴定  B．脂肪的鉴定要用体积分数为50%的酒精溶液洗去浮色  C．鉴定可溶性还原糖时，要加入斐林试剂甲液，摇匀后再加入乙液  D．用双缩脲试剂鉴定蛋白质时需要用50—65℃的温水加热","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"心房颤动是一种危害严重的心律失常疾病，其致病机理是核孔复合体的运输障碍。核孔复合体位于孔上，主要由核孔蛋白组成，是物质进出细胞核的通道。下列叙述不正确的是（　　）A．核膜包含两层磷脂分子双分子层，核孔的数量随细胞种类不同而有差异  B．心房颤动时细胞供能减少，可能与有机物在线粒体内分解速率有关  C．心房颤动的原因是由于核质之间的物质交换及信息交流出现异常  D．健康人体细胞核膜上的核孔允许核内外的物质自由进出细胞核","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列有关细胞结构和功能的说法，正确的是（　　）A．中心体可作为鉴别动物细胞和植物细胞的可靠依据  B．溶酶体合成和分泌多种水解酶分解衰老、损伤的细胞器  C．生物膜可以分隔各种细胞器，使生命活动高效有序进行  D．核糖体含有脱氧核糖核酸，能通过化学反应产生水","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下表是玉米和人体细胞的部分元素及含量（干重，质量分数），下列有关说法正确的是（　　）元素  O  H  N  K  Ca  P  Mg  S  玉米  44.43  6.24  1.46  0.92  0.23  0.20  0.18  0.17  人  14.62  7.46  9.33  1.09  4.67  3.11  0.16  0.78  A．P、Mg、S等元素在玉米细胞中含量很少，属于微量元素  B．表中玉米细胞比人体细胞中含有的O元素多是因为玉米细胞中含水更多  C．表格中在细胞内的元素主要是以离子形式存在  D．玉米细胞和人体细胞中N元素含量不同，可能与细胞中蛋白质的含量不同有关","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"幽门螺旋杆菌是一类寄生于人体胃幽门处的病原体，通过电子显微镜观察其细胞结构，可以确定幽门螺旋杆菌是原核生物。做出该判断的主要依据是（　　）A．有细胞膜  B．有核糖体  C．没有线粒体  D．没有以核膜为界限的细胞核","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"美国科学家阿格雷和麦金农因研究细胞膜中的通道蛋白获得了诺贝尔奖。通道蛋白分为两大类：水通道蛋白和离子通道蛋白，阿格雷成功分离出了水通道蛋白，麦金农测出了K+通道蛋白的立体结构。下图为肾小管上皮细胞重吸收水分和K+通道蛋白的立体结构的示意图。下列叙述错误的是（）A．水通道蛋白往往贯穿于磷脂双分子层中  B．K  +  进入肾小管上皮细胞不会受细胞氧气浓度的影响  C．通道蛋白运输时没有选择性，比通道直径小的物质可自由通过  D．机体可通过调节细胞膜上通道蛋白的数量或开关来调节物质的运输","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"黑藻由于叶片薄且叶绿体较大，又易于取材，常用作“用高倍显微镜观察叶绿体和细胞质的流动”的实验材料。下列相关叙述错误的是（）A．用高倍光学显微镜可以观察到黑藻叶绿体的双层膜结构  B．在高倍镜下观察到的细胞质的流动方向与实际的相同  C．适当提高温度可使黑藻细胞质的流动速度加快  D．黑藻细胞中叶绿体的分布随光照强度和方向的改变而改变","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"物质跨膜运输的方式与物质的特点和细胞膜的结构有关。下列关于物质跨膜运输的表述正确的是(　　)A．细胞膜和液泡膜都相当于半透膜  B．水分子进出细胞，主要通过自由扩散的方式进行的  C．载体蛋白和通道蛋白在转运分子和离子时，其作用机制是一样的  D．主动运输使膜内外物质浓度趋于一致，维持了细胞的正常代谢","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"头发可以受环境因素影响而发生不同程度的损伤，其中烫发是常见因素之一。头发的主要成分是角蛋白，烫发时先用还原剂破坏肽链之间的二硫键（-S-S-），使之被还原成游离的薪基（-SH），易于变形；再用发夹和发卷将头发塑成一定的形状；最后用氧化剂在新位置形成二硫键，固定发型。下列叙述错误的是（）A．角蛋白属于结构蛋白，是构成细胞和生物体结构的重要物质  B．在烫发过程中，角蛋白的相对分子质量先减小后增加  C．经加熬变性的角蛋白能和双缩脲试剂发生紫色反应  D．烫发后角蛋白无法恢复原有的空间结构，生活中应避免反复烫发","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图是构成核酸的两种核苷酸及它们形成的核苷酸链（N表示某种碱基）。下列有关叙述正确的是（）A．真核细胞中RNA主要分布在细胞质，通常为单链结构  B．玉米细胞和病毒这两者的核酸中的碱基种类均有4种  C．蓝细菌的遗传物质的基本组成单位是乙  D．若丙中的N为U，则丙的基本组成单位是甲","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"细胞学说是自然科学史上的一座丰碑。下列相关叙述正确的是（）A．细胞学说认为细胞是一个有机体，一切生物都由细胞发育而来  B．施莱登和施旺运用不完全归纳法得出“一切动植物都是由细胞构成的”  C．列文虎克通过观察植物的木栓组织发现并命名了细胞  D．细胞学说的建立经历了器官、组织、细胞、分子水平的认知过程","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"细胞膜的流动镶嵌模型如图所示，下列叙述正确的是（　　）A．①在细胞膜内外侧均匀分布，且与细胞识别有关  B．生物膜功能的复杂程度主要与③有关  C．细胞膜中②有运动性，④无运动性  D．④有脂溶性和水溶性两部分，可能具有控制某些离子进出的功能","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列细胞结构与功能的对应关系，正确的是（　　）A．细胞壁——植物细胞的边界  B．叶绿体——为细胞生命活动提供能量  C．染色质——真核生物遗传物质的主要载体  D．溶酶体——与细胞有丝分裂有关","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列有关原核细胞与真核细胞的叙述，不正确的是（　　）A．蓝细菌和水绵细胞中都含有核糖体  B．都有DNA和染色体  C．最大的区别是原核细胞没有以核膜为界限的细胞核  D．原核细胞与真核细胞都有细胞膜","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"据图分析糖类和脂质的组成，下列相关叙述不正确的是（　　）A．若①表示糖类，则②③④可分别表示单糖、二糖、多糖  B．若①表示二糖，则②③④可分别表示蔗糖、乳糖、麦芽糖  C．若①表示脂质，则②③④可分别表示脂肪、磷脂、胆固醇  D．若①表示葡萄糖，则②③④可分别表示淀粉、纤维素和糖原","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"用尿素处理某种蛋白质时，该蛋白质会成为失去自然构象的松散肽链。当除去尿素时，蛋白质又可以自发地复性成原来的构象，实验如图所示。下列说法不正确的是（　　）A．尿素导致该蛋白质空间构象改变的过程是可逆的  B．尿素处理会改变该蛋白质的功能特性  C．尿素处理只改变该蛋白质的空间结构  D．可用双缩脲试剂检测该蛋白质是否变性","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"蛋白质是生命活动的主要承担者，下列有关蛋白质结构和功能的说法，正确的是（　　）A．氨基酸是组成蛋白质的基本单位，每种氨基酸分子都只含有一个氨基和一个羧基，不同的氨基酸在于R基的不同  B．胰岛素分子有A、B两条肽链，A链有21个氨基酸，B链有30个氨基酸，胰岛素分子中肽键的数目是49个  C．蛋白质多样性的原因取决于组成蛋白质的氨基酸种类，数目和排列顺序不同  D．有些蛋白质起信息传递作用，能够调节机体的生命活动，如胰岛素、雄性激素等","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于细胞膜结构探索历程的说法，错误的是（　　）A．最初通过对现象的推理分析得出细胞膜是由脂质组成的  B．三层结构模型认为细胞膜为静态的结构  C．流动镶嵌模型认为构成细胞膜的磷脂分子和大多数蛋白质分子可以运动  D．三层结构模型和流动镶嵌模型都认为蛋白质分子在膜中的分布是均匀的","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列关于水的说法不正确的是（　　）A．当生物体新陈代谢旺盛时，生物体内结合水/自由水的值会减少  B．干种子仍具有活性，但不能萌发的原因是细胞内的自由水少  C．植物秸杆的干重中，蛋白质所占比例最大  D．同一物种不同年龄的不同个体含水量不同","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下图为细胞膜的亚显微结构模式图，下列有关叙述错误的是（　　）A．①是鉴别细胞膜内外侧的依据  B．细胞膜具有流动性是因为④和大多数②是可以运动的  C．③构成细胞膜的基本支架，与物质进出细胞无关  D．②在细胞膜中的分布具有不对称性","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"有关下表的分析错误的是（　　）溶液  溶质的元素组成  检测试剂  颜色反应  溶质的基本单位  甲  C、H、O  ①  砖红色  葡萄糖  乙  C、H、O、N等  双缩脲试剂  ②  ③  A．甲可能是麦芽糖溶液  B．①是斐林试剂，使用时需水浴加热  C．乙液可能是一种酶溶液  D．②是紫色，③是脂肪酸","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"在抗疟药物的研发中，我国科研人员发现了一种青蒿素的衍生物——蒿甲醚，其分子式为C16H26O5，下列物质与蒿甲醚组成元素完全相同的是（　　）A．磷脂  B．血红蛋白  C．叶绿素  D．几丁质","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列有关原核细胞的描述，错误的是（　　）A．没有核膜，遗传物质集中的区域称为拟核  B．拟核中有环状的DNA分子  C．蓝细菌有细胞壁，但其化学成分与植物细胞壁不同  D．蓝细菌是自养生物，因为其叶绿体可进行光合作用","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024年诺贝尔生理学或医学奖授予了维克托·安布罗斯和加里·鲁夫昆，以表彰他们发现了微小核糖核酸（microRNA）及其在基因调控中的作用。核糖核酸与脱氧核糖核酸相比所特有的碱基是（）A．腺嘌呤  B．胸腺嘧啶  C．鸟嘌呤  D．尿嘧啶","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"研究人员以低叶绿素含量突变体水稻（YL，比野生型低50%）和其野生型（WT）为材料进行光合作用实验。在幼苗期先进行低光强（LL）和高光强（HL）处理，培养一段时间后，检测不同光照强度下的光合值，结果如图。下列分析合理的是（）A．YL主要吸收蓝紫光，WT主要吸收红光和蓝紫光  B．HL处理能够有效提高YL和WT的光合速率  C．光强大于  1000mol·m^-2·s^-1  ，YL的生长更有优势  D．维持叶片高叶绿素含量是提高光合速率的必要条件","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"作为生物体内含量最多的化合物，水是生物体的重要组成部分。下列关于细胞中水的功能的叙述错误的是（）A．水参与细胞内的许多化学反应  B．水是细胞的主要组成成分之一  C．水是细胞内物质运输的主要介质  D．水在细胞内起到储存能量的作用","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"以下是对生物体ATP的有关叙述，其中正确的一项是（）A．ATP与ADP的相互转化，在活细胞中其循环是永无休止的  B．ATP水解去除两分子磷酸后的化合物是构成DNA的单体之一  C．生物体内的ATP含量很多，从而保证了生物活动所需能量的持续供应  D．ATP与ADP的相互转化，使生物体内各项化学反应能在常温常压下快速又顺利进行","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"某同学为研究酶的特性，进行了一系列相关实验，结果如下表所示，下列叙述错误的是（）试剂名称  试管A  试管B  试管C  试管D  试管E  新鲜唾液  1mL  1mL  ——  1mL  1mL  质量分数为3%的淀粉溶液  2mL  ——  2mL  2mL  2mL  质量分数为3%的蔗糖溶液  ——  2mL  ——  ——  ——  恒温水浴  37℃  37℃  37℃  0℃  80℃  A．本实验的自变量是反应物的种类、温度、酶的有无  B．试管A、B对照，可证明酶的专一性，检测试剂不可用碘液  C．试管A、C对照，可证明酶具有高效性，检测试剂可用斐林试剂  D．试管A、D、E对照可证明酶活性受温度的影响，检测试剂可用碘液","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列有关细胞结构与功能的叙述，正确的是（）A．溶酶体是细胞内的消化车间，能合成各种水解酶  B．内质网在细胞内可作为物质运输的通道，是具膜细胞器  C．叶绿体的内膜上附着色素，是进行光合作用的场所  D．中心体存在于植物和低等动物的细胞中，与细胞分裂有关","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"关于下列微生物的叙述，正确的是（）A．蓝细菌细胞内含有叶绿体，能进行光合作用  B．酵母菌有细胞壁和核糖体，属于单细胞原核生物  C．破伤风杆菌细胞内不含线粒体，只能进行无氧呼吸  D．支原体属于原核生物，含有细胞壁","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"肝细胞内的甘油三酯、磷脂、糖脂和胆固醇等物质的重量超过肝重量的5%或在组织学上肝细胞50%以上有脂肪变性时，称为脂肪肝。脂肪肝属可逆性疾病，其发病与个人生活习惯有关，早期诊断及时治疗并结合调整生活习惯可恢复正常。下列说法正确的是（）A．甘油三酯、磷脂、糖脂和胆固醇均属于脂肪  B．磷脂是构成细胞膜的重要物质，但不会参与构成原核细胞的膜  C．动物内脏、蛋黄等食物中胆固醇含量较高，膳食中要注意适度摄入  D．脂肪人体内还参与血液中脂质的运输","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ca2+泵是一种具有ATP酶活性的载体蛋白，它在跨膜运输物质时离不开ATP的水解。下列叙述正确的是（）A．Ca  2+  离子通过Ca  2+  泵的跨膜运输属于协助扩散  B．动物一氧化碳中毒会降低Ca  2+  泵跨膜运输Ca  2+  的速率  C．加入酒精会提高Ca  2+  泵运输Ca  2+  的速率  D．Ca  2+  泵同时具有催化、运输和调节三个作用","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"某同学为了探究pH对α-淀粉酶活性的影响，在35°C和45°C两个温度条件下分别进行实验。反应进行3min后迅速在每支试管中同时加入足量的NaOH溶液，测定每支试管中淀粉的剩余量。结果如图所示。下列有关叙述错误的是（）A．图中曲线a代表35°C条件下的实验结果  B．应将α-淀粉酶保存在中性环境中  C．迅速加入足量的NaOH溶液的目的是使酶失去活性  D．该实验的自变量为pH，α-淀粉酶能发挥作用的pH范围为1～13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列关于酶的叙述，正确的是（）A．酶和无机催化剂的作用机理相同  B．酶都是在核糖体上合成的  C．酶应在适宜温度下保存  D．高温下酶失活是因为其中的肽键被破坏","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"将长势相同的该植物幼苗分成若干组，分别置于不同温度下（其他条件相同且适宜），暗处理1h，再光照1h，测其干重变化，得到如图所示的结果。下列说法错误的是 （）A．32 ℃时植物的光合速率大于呼吸速率  B．该植物进行光合作用时，当光照强度突然减少，C₃的量增加  C．恒温28 ℃条件下，24小时内，当光照时间达到6小时，该植物幼苗可正常生长  D．将该植物放在 H₂¹  ⁸  O的水中培养，光照一段时间后可以在体内发现（CH  2  18  O）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0"
"将某种植物的成熟细胞置于一定浓度的物质甲溶液中，发现原生质体的体积变化趋势如图曲线所示。下列叙述正确的是（）A．曲线BC段植物细胞的吸水能力逐渐减弱  B．P点时植物细胞的细胞液浓度等于Q点  C．C点时该植物细胞不会有水分子的运输  D．用相同浓度的甘油溶液代替甲溶液，可得到类似的曲线","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"科学家发现某些蚜虫能合成类胡萝卜素，其体内的类胡萝卜素不仅能吸收光能，传递给负责能量生产的组织细胞，还决定蚜虫的体色。阳光下蚜虫体内的ATP生成速率会加快，黑暗中蚜虫体内的ATP生成速率会减慢。下列有关叙述不正确的是（　　）A．类胡萝卜素的含量会影响蚜虫的体色，也会影响蚜虫个体的生存机会  B．蚜虫合成ATP 时所需能量既可以来自光能，也可以来自呼吸作用所释放的能量  C．影响蚜虫体内 ATP 合成速率的因素有光照强度、温度、O  2  浓度等  D．阳光下蚜虫体内的ATP生成速率比黑暗中快，说明其体内的ATP 含量不稳定","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"某生物小组将哺乳动物的成熟红细胞和肌肉细胞分别培养在含有5%的葡萄糖培养液中，一定时间后，测定各培养液中葡萄糖的含量（%），培养条件和实验结果如表所示。下列叙述正确的是（）组别  培养条件  肌肉细胞  成熟红细胞  第一组  加入葡萄糖载体抑制剂  5%  5%  第二组  加入呼吸抑制剂（阻断能量供给）  4.8%  3.5%  第三组  不加入葡萄糖载体抑制剂和呼吸抑制剂  2.5%  3.5%  A．第一组和第二组为实验组，第三组为对照组  B．本实验只有1种自变量，分析该实验需遵循单一变量原则  C．分析第二组可知两种细胞吸收葡萄糖均需要载体蛋白的协助  D．综合分析三组实验，可判断肌肉细胞吸收葡萄糖的方式只有主动运输","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"水熊虫是迄今为止发现的生命力最为顽强的动物。当环境恶化时，水熊虫会自行脱掉体内99%的水分，代谢率几乎降到零，进入隐生状态。处于隐生状态时，水熊虫体内会产生大量由两个葡萄糖分子组成的海藻糖。下列说法正确的是（　　）A．推测隐生状态时，水熊虫体内仅剩的1%水分主要以结合水的形式存在  B．海藻糖是由两分子单糖在核糖体上脱水缩合而成的  C．海藻糖能被人体细胞直接吸收  D．在海藻糖溶液中加入双缩脲试剂，没有发生相应的颜色反应，说明海藻糖为非还原糖","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"在光照等条件下，番茄叶片叶肉细胞进行光合作用与有氧呼吸以及细胞内外交换的示意图如下(数字表示结构，小写字母代号表示物质移动情况)下列说法正确的是（）A．物质A进入线粒体后彻底分解不需要水的参与  B．叶绿体产生的O  2  被线粒体利用至少穿过3层膜  C．图中线粒体中2处释放的能量远多于3处  D．h=c、d=g时的光照强度是满足番茄植株光合作用速率等于呼吸作用速率的光照强度","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"叶绿素a(C55H72MgN4O5，)是由谷氨酸经一系列酶的催化作用合成的，其头部和尾部分别具有亲水性和亲脂性。下列说法正确的是（）A．无机盐在细胞中主要以化合物的形式存在  B．叶绿素a的尾部可能嵌在类囊体薄膜中  C．可用无水乙醇作层析液分离出绿叶中的叶绿素a  D．叶绿素a呈黄绿色，主要吸收蓝紫光和红光","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
